date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:42:51	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:47%20GMT	https://easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/icons.eot?	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/iconsd41d.eot	(from https://easebuzz.in/static/base/assets_aug_2021/css/semantic_ui_min.css)
14:42:51	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:48%20GMT	https://easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/icons.woff2	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/icons.woff2	(from https://easebuzz.in/static/base/assets_aug_2021/css/semantic_ui_min.css)
14:42:52	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:48%20GMT	https://easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/icons.woff	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/icons.woff	(from https://easebuzz.in/static/base/assets_aug_2021/css/semantic_ui_min.css)
14:42:52	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:48%20GMT	https://easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/icons.ttf	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/icons.ttf	(from https://easebuzz.in/static/base/assets_aug_2021/css/semantic_ui_min.css)
14:42:52	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:48%20GMT	https://easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/icons.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/icons.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/semantic_ui_min.css)
14:42:52	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:49%20GMT	https://easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/outline-icons.eot	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/outline-icons.eot	(from https://easebuzz.in/static/base/assets_aug_2021/css/semantic_ui_min.css)
14:42:52	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:49%20GMT	https://easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/outline-icons.eot?	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/outline-iconsd41d.eot	(from https://easebuzz.in/static/base/assets_aug_2021/css/semantic_ui_min.css)
14:42:53	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:49%20GMT	https://easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/outline-icons.woff2	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/outline-icons.woff2	(from https://easebuzz.in/static/base/assets_aug_2021/css/semantic_ui_min.css)
14:42:53	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:49%20GMT	https://easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/outline-icons.woff	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/outline-icons.woff	(from https://easebuzz.in/static/base/assets_aug_2021/css/semantic_ui_min.css)
14:42:53	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:50%20GMT	https://easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/outline-icons.ttf	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/outline-icons.ttf	(from https://easebuzz.in/static/base/assets_aug_2021/css/semantic_ui_min.css)
14:42:53	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:50%20GMT	https://easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/outline-icons.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/outline-icons.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/semantic_ui_min.css)
14:42:54	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:50%20GMT	https://easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/brand-icons.eot	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/brand-icons.eot	(from https://easebuzz.in/static/base/assets_aug_2021/css/semantic_ui_min.css)
14:42:54	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:50%20GMT	https://easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/brand-icons.eot?	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/brand-iconsd41d.eot	(from https://easebuzz.in/static/base/assets_aug_2021/css/semantic_ui_min.css)
14:42:54	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:50%20GMT	https://easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/brand-icons.woff2	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/brand-icons.woff2	(from https://easebuzz.in/static/base/assets_aug_2021/css/semantic_ui_min.css)
14:42:54	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:51%20GMT	https://easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/brand-icons.woff	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/brand-icons.woff	(from https://easebuzz.in/static/base/assets_aug_2021/css/semantic_ui_min.css)
14:42:55	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:51%20GMT	https://easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/brand-icons.ttf	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/brand-icons.ttf	(from https://easebuzz.in/static/base/assets_aug_2021/css/semantic_ui_min.css)
14:42:55	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:51%20GMT	https://easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/brand-icons.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/themes/default/assets/fonts/brand-icons.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/semantic_ui_min.css)
14:42:55	8254/8254	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226305f7ab-203e%22	https://easebuzz.in/static/base/assets_aug_2021/fonts/nask/fonts.eot	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/fonts/nask/fonts.eot	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:55	8254/8254	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226305f7ab-203e%22	https://easebuzz.in/static/base/assets_aug_2021/fonts/nask/fonts.eot?	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/fonts/nask/fontsd41d.eot	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:56	5712/5712	---M--	200	added ('OK')	font/woff	etag:%226305f7ab-1650%22	https://easebuzz.in/static/base/assets_aug_2021/fonts/nask/fonts.woff	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/fonts/nask/fonts.woff	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:56	8060/8060	---M--	200	added ('OK')	application/octet-stream	etag:%226305f7ab-1f7c%22	https://easebuzz.in/static/base/assets_aug_2021/fonts/nask/fonts.ttf	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/fonts/nask/fonts.ttf	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:56	18975/18975	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226305f7ab-4a1f%22	https://easebuzz.in/static/base/assets_aug_2021/fonts/nask/fonts.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/fonts/nask/fonts.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:56	1931/1931	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226305f7ad-78b%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/sign-up/cross.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/sign-up/cross.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:57	416/416	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226305f7ac-1a0%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/home/right.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/home/right.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:57	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Nov%202023%2009:12:53%20GMT	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/sign-up/tick.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/sign-up/tick.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:57	212/212	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226305f7ad-d4%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/privacy/down.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/privacy/down.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:57	210/210	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226305f7ad-d2%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/privacy/upBlack.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/privacy/upBlack.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:57	189/189	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226447d066-bd%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/home/dot.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/home/dot.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:58	1602/1602	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226305f7ac-642%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/story1.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/story1.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:58	2789/2789	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226305f7ac-ae5%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/story5.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/story5.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:58	499/499	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226447d066-1f3%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/privacy/up.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/privacy/up.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:58	266/266	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226305f7ad-10a%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/privacy/bullet.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/privacy/bullet.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:59	314/314	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226305f7ac-13a%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/home/down-arrow.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/home/down-arrow.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:59	2238/2238	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226305f7ac-8be%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/easy-collect/pg-bg.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/easy-collect/pg-bg.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:59	443/443	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226447d066-1bb%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/privacy/down-white.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/privacy/down-white.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:59	208/208	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226305f7ad-d0%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/privacy/white-up.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/privacy/white-up.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:42:59	210/210	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226305f7ad-d2%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/privacy/black-down.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/privacy/black-down.svg	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:43:00	2691/2691	---M--	200	added ('OK')	image/png	etag:%226305f7ac-a83%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/tool-back.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/tool-back.png	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:43:01	159088/159088	---M--	200	added ('OK')	image/png	etag:%226305f7ac-26d70%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/gateway/gateway.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/gateway/gateway.png	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:43:01	482245/482245	---M--	200	added ('OK')	image/png	etag:%226305f7ad-75bc5%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/privacy/howitworks.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/privacy/howitworks.png	(from https://easebuzz.in/static/base/assets_aug_2021/css/main.css?version=3)
14:43:01	29854/29854	---MCZ	200	added ('OK')	text/css	etag:W/%22647f566b-749e%22	https://easebuzz.in/static/base/assets_aug_2021/css/payment-gateway-custom.css	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/css/payment-gateway-custom.css	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Nov%202023%2009:12:57%20GMT	https://easebuzz.in/use-cases/saas-and-erp	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/use-cases/saas-and-erp	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:02	4586/4586	---M--	200	added ('OK')	image/png	etag:%226305f7ac-11ea%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/Bigbasket_new.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/Bigbasket_new.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:02	3962/3962	---M--	200	added ('OK')	image/png	etag:%226305f7ac-f7a%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/docopd_new.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/docopd_new.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:02	123666/123666	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202023%2009:12:58%20GMT	https://easebuzz.in/demo/	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/demo/index.html	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:02	8481/8481	---M--	200	added ('OK')	image/png	etag:%226305f7ac-2121%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/gpm.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/gpm.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:02	7159/7159	---M--	200	added ('OK')	image/png	etag:%226305f7ac-1bf7%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/gps_new.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/gps_new.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:02	409613/409613	---M--	200	added ('OK')	image/png	etag:%226447d067-6400d%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/banner.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/banner.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:03	10188/10188	---M--	200	added ('OK')	image/png	etag:%226305f7ac-27cc%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/mtdc.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/mtdc.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:03	3691/3691	---M--	200	added ('OK')	image/png	etag:%226305f7ac-e6b%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/justdial_new.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/justdial_new.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:03	4154/4154	---M--	200	added ('OK')	image/png	etag:%226305f7ac-103a%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/gtpl-logo_new.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/gtpl-logo_new.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:03	4118/4118	---M--	200	added ('OK')	image/png	etag:%226305f7ac-1016%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/nxt_logo_new.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/nxt_logo_new.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:03	2903/2903	---M--	200	added ('OK')	image/png	etag:%226305f7ac-b57%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/pocketly-logo_new.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/pocketly-logo_new.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:04	5453/5453	---M--	200	added ('OK')	image/png	etag:%226305f7ac-154d%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/symbiosis_logo_new.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/symbiosis_logo_new.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:04	15046/15046	---M--	200	added ('OK')	image/png	etag:%226305f7ac-3ac6%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/akshay_new.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/about/partners/akshay_new.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:04	890439/890439	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226447d067-d9647%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/matrix_pattern.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/matrix_pattern.svg	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:04	2162/2162	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226447d067-872%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/pipe_pattern.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/pipe_pattern.svg	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:05	156227/156227	---M--	200	added ('OK')	image/png	etag:%22647acd92-26243%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/iframe_mobile.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/iframe_mobile.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:05	15845/15845	---M--	200	added ('OK')	image/png	etag:%226447d067-3de5%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/Payment_mode/atm_cards.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/Payment_mode/atm_cards.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:05	16780/16780	---M--	200	added ('OK')	image/png	etag:%226447d067-418c%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/Payment_mode/upi.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/Payment_mode/upi.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:05	97195/97195	---M--	200	added ('OK')	image/png	etag:%2264943e7b-17bab%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/Payment_mode/netbanking.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/Payment_mode/netbanking.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:06	14830/14830	---M--	200	added ('OK')	image/png	etag:%226447d067-39ee%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/Payment_mode/wallets.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/Payment_mode/wallets.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:06	23129/23129	---M--	200	added ('OK')	image/png	etag:%226447d067-5a59%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/Payment_mode/EMI.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/Payment_mode/EMI.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:06	15741/15741	---M--	200	added ('OK')	image/png	etag:%226447d067-3d7d%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/Payment_mode/bnpl.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/Payment_mode/bnpl.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:06	18172/18172	---M--	200	added ('OK')	image/png	etag:%226447d067-46fc%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/Payment_mode/bank%20transfer.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/Payment_mode/bank%20transfer.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:07	15494/15494	---M--	200	added ('OK')	image/png	etag:%226447d067-3c86%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/Payment_mode/auto_debit.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/Payment_mode/auto_debit.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:07	148268/148268	---M--	200	added ('OK')	image/png	etag:%226447d067-2432c%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/big_basket.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/big_basket.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:07	348132/348132	---M--	200	added ('OK')	image/png	etag:%22647acd92-54fe4%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/coupons_new.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/coupons_new.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:07	6449/6449	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226447d067-1931%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/bb_card_logo.svg	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/bb_card_logo.svg	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:07	17040/17040	---M--	200	added ('OK')	image/png	etag:%226447d067-4290%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/designcafe.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/designcafe.png	(from https://easebuzz.in/online-payment-gateway-India/)
14:43:08	19289/19289	---M--	200	added ('OK')	image/png	etag:%226447d067-4b59%22	https://easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/designcafe_card_logo.png	C:/My%20Web%20Sites/https___easebuzz.in_/easebuzz.in/static/base/assets_aug_2021/img/easebuzz/pg-assets/designcafe_card_logo.png	(from https://easebuzz.in/online-payment-gateway-India/)
